Date,Time,Heart Rate (bpm),Heart Rate Variability (ms),Respiratory Rate (breaths/min),Blood Oxygen (%),Step Count (steps),Walking Speed (km/h),Distance Walked/Run (km),Flights Climbed (flights),Active Energy Burned (kcal),Stand Hours (hours),Sleep Duration (hours),Time Awake (minutes),REM Sleep (%),Core Sleep (%),Deep Sleep (%),Environmental Sound Level (dB),Headphone Audio Exposure (dB),VO2 Max (mL/kg/min),ECG (ST Segment Elevation) (mm),Body Temperature (°C),Exercise Minutes (minutes),Elevation Gain (meters),Running Pace (min/km),Mindfulness Minutes (minutes)
01-Mar-2025,00:00:00,69.9,55.6,11.9,97.6,0,4.5,0.0,4,62,0,0.0,12,0,0,0,32.2,0.0,37.9,0.014,36.29,0,2,0.0,0
01-Mar-2025,01:00:00,62.0,56.5,13.3,98.3,0,4.5,0.0,5,62,0,0.0,15,0,0,0,35.4,0.0,37.1,-0.01,36.47,0,5,0.0,0
01-Mar-2025,02:00:00,60.9,54.4,11.7,99.4,0,3.1,0.0,4,62,0,6.5,10,21,64,16,38.1,0.0,39.9,-0.003,36.48,0,4,0.0,0
01-Mar-2025,03:00:00,71.0,49.0,12.8,99.4,0,4.0,0.0,1,62,0,0.0,13,0,0,0,40.5,0.0,39.7,0.02,36.22,0,5,0.0,0
01-Mar-2025,04:00:00,62.9,49.5,13.6,99.4,0,3.5,0.0,0,62,0,0.0,11,0,0,0,30.2,0.0,41.1,0.042,36.41,0,3,0.0,0
01-Mar-2025,05:00:00,63.5,80.5,11.7,99.5,658,4.9,0.6,0,83,1,0.0,0,0,0,0,35.7,0.0,37.9,-0.042,36.43,0,5,0.0,0
01-Mar-2025,06:00:00,59.2,81.4,12.8,97.7,480,3.8,0.7,1,89,1,0.0,0,0,0,0,38.4,0.0,39.3,0.032,36.32,0,3,0.0,0
01-Mar-2025,07:00:00,133.5,32.6,12.8,98.7,2667,12.0,5.9,4,634,1,0.0,0,0,0,0,30.2,69.4,38.2,-0.043,37.04,49,25,6.5,12
01-Mar-2025,08:00:00,53.1,84.6,11.4,98.7,608,3.6,0.3,0,82,1,0.0,0,0,0,0,35.9,0.0,39.1,-0.02,36.32,0,2,0.0,0
01-Mar-2025,09:00:00,63.1,83.8,13.4,98.5,433,3.3,0.5,5,119,1,0.0,0,0,0,0,47.0,0.0,40.3,0.011,36.34,0,3,0.0,0
01-Mar-2025,10:00:00,54.8,75.3,11.4,98.1,752,3.6,0.7,5,109,1,0.0,0,0,0,0,48.9,0.0,44.4,-0.037,36.23,0,0,0.0,0
01-Mar-2025,11:00:00,58.0,75.7,11.2,98.8,510,3.1,0.4,3,99,1,0.0,0,0,0,0,47.9,0.0,37.9,0.02,36.34,0,1,0.0,0
01-Mar-2025,12:00:00,52.6,78.5,14.0,98.2,455,3.7,0.5,2,108,1,0.0,0,0,0,0,44.8,0.0,39.5,0.024,36.41,0,0,0.0,0
01-Mar-2025,13:00:00,57.1,78.8,11.5,99.1,670,4.1,0.7,1,109,1,0.0,0,0,0,0,40.4,0.0,35.8,0.026,36.4,0,3,0.0,0
01-Mar-2025,14:00:00,50.6,83.0,11.7,99.3,798,4.4,0.8,3,87,1,0.0,0,0,0,0,48.8,0.0,41.7,-0.013,36.21,0,2,0.0,0
01-Mar-2025,15:00:00,53.9,84.5,14.0,98.4,743,4.6,0.6,1,92,1,0.0,0,0,0,0,40.4,0.0,36.8,0.043,36.34,0,4,0.0,0
