Date,Time,Heart Rate (bpm),Heart Rate Variability (ms),Respiratory Rate (breaths/min),Blood Oxygen (%),Step Count (steps),Walking Speed (km/h),Distance Walked/Run (km),Flights Climbed (flights),Active Energy Burned (kcal),Stand Hours (hours),Sleep Duration (hours),Time Awake (minutes),REM Sleep (%),Core Sleep (%),Deep Sleep (%),Environmental Sound Level (dB),Headphone Audio Exposure (dB),VO2 Max (mL/kg/min),ECG (ST Segment Elevation) (mm),Body Temperature (°C),Exercise Minutes (minutes),Elevation Gain (meters),Running Pace (min/km),Mindfulness Minutes (minutes)
1-Mar-2025,00:00:00,58,55,13.152456493529876,89.16809211382242,281,4.52317524535774,0.21274258687622533,2,74,1,0,0,0,0,0,43.02959956028671,0,47.24034408920543,0.005609575675623799,33.493566154542165,5,6,0,0
1-Mar-2025,01:00:00,67,62,14.862027015457851,96.82105249197092,325,4.483528189012562,0.2432446571199004,1,76,1,0,0,0,0,0,43.11563503291339,0,42.22987513582636,-0.0019872030485855387,35.03327071956493,5,3,0,0
1-Mar-2025,02:00:00,75,40,14.044872985930256,107.04730424513623,259,4.54158015920036,0.18760292598797038,1,74,1,0,0,0,0,0,50.655673727827285,0,48.41636052057051,-0.01669273865754263,32.95894529909062,5,3,0,0
1-Mar-2025,03:00:00,60,49,16.531123372767137,104.13804015114027,318,3.358520269792836,0.21842452537403145,0,82,1,0,0,0,0,0,49.370179356883874,0,45.848089600125654,-0.025574598635553197,33.930080357017694,5,0,0,0
1-Mar-2025,04:00:00,59,103,13.882073024395366,104.9952265937484,282,4.291244354124275,0.23396815571506094,2,78,1,0,0,0,0,0,26.801817750090528,0,43.10791188700758,-0.007890866521630544,32.88939139971849,5,6,0,0
1-Mar-2025,05:00:00,64,66,13.063587769070073,93.55886350069801,282,3.702982138495985,0.20130149043859358,1,86,1,0,0,0,0,0,48.864226862388215,0,43.044858287412374,-0.00741561322762677,36.546378380062436,5,3,0,0
1-Mar-2025,06:00:00,57,58,11.302952188887025,90.1088032256296,274,4.06391296567293,0.20559385932769705,2,84,1,0,0,0,0,0,50.45962413557956,0,43.51121611923747,0.024690498630044595,37.07020764422287,5,7,0,0
1-Mar-2025,07:00:00,59,76,13.16077779306612,106.04151161728359,340,3.237889026372333,0.2527375068932326,1,74,1,0,0,0,0,0,46.206991787128786,0,45.05787083192112,0.018669382325657246,36.96086439673618,5,3,0,0
1-Mar-2025,08:00:00,78,77,13.422817350671304,88.8452044731014,281,4.634584258589216,0.2122655176186293,1,84,1,0,0,0,0,0,42.0577917631006,0,47.588515103837835,0.05624968051215343,39.0438955325617,5,3,0,0
1-Mar-2025,09:00:00,57,39,15.719213204887376,103.06682001985604,234,5.384932365771416,0.17386939593250508,0,80,1,0,0,0,0,0,64.47828306767805,0,41.290927626577215,-0.003666865401322987,33.9366611553042,5,0,0,0
1-Mar-2025,10:00:00,70,62,10.829693037868488,93.03424211833072,0,0.0,0.0,0,71,0,0,0,0,0,0,32.35820595339838,0,45.30189837350417,-0.05060859654937504,34.03929724795383,5,0,0,0
1-Mar-2025,11:00:00,63,42,13.913432563917086,105.6432403932091,0,0.0,0.0,0,75,0,0,0,0,0,0,32.19474475312966,0,43.003776949631316,0.013703554129069666,38.042407833356776,5,0,0,0
1-Mar-2025,12:00:00,69,48,13.686399461882612,90.70232622797045,235,3.9576798642305837,0.19114212794854307,0,73,1,0,0,0,0,0,45.948109730204834,0,45.747548810435504,-0.012910964592678714,33.85279432824969,5,0,0,0
1-Mar-2025,13:00:00,70,66,14.605139597361752,107.04843211201417,249,3.742949821165409,0.2137008956826538,0,74,1,0,0,0,0,0,37.98343335046303,0,47.102936035301305,0.02721728733302255,35.891673923652576,5,0,0,0
1-Mar-2025,14:00:00,53,61,15.209880408822782,94.41688762238026,280,4.1002371424106805,0.1887865919801049,0,76,1,0,0,0,0,0,48.17748400535619,0,42.326558876724135,-0.01114886166285801,39.1624867363079,5,0,0,0
1-Mar-2025,15:00:00,56,67,13.306286320596621,92.48818636175257,0,0.0,0.0,0,77,0,0,0,0,0,0,34.77706297230573,0,46.12598508974088,-0.03748659757555298,33.972866564288324,5,0,0,0
