Date,Time,Heart Rate (bpm),Heart Rate Variability (ms),Respiratory Rate (breaths/min),Blood Oxygen (%),Step Count (steps),Walking Speed (km/h),Distance Walked/Run (km),Flights Climbed (flights),Active Energy Burned (kcal),Stand Hours (hours),Sleep Duration (hours),Time Awake (minutes),REM Sleep (%),Core Sleep (%),Deep Sleep (%),Environmental Sound Level (dB),Headphone Audio Exposure (dB),VO2 Max (mL/kg/min),ECG (ST Segment Elevation) (mm),Body Temperature (°C),Exercise Minutes (minutes),Elevation Gain (meters),Running Pace (min/km),Mindfulness Minutes (minutes)
01-Mar-2025,00:00:00,71.7,47.4,11.3,97.7,0,3.5,0.0,2,62,0,0,10,0,0,0,40.8,0.0,41.4,0.018,36.42,0,5,0.0,0
01-Mar-2025,01:00:00,60.0,33.4,11.2,98.6,0,4.3,0.0,3,62,0,0,10,0,0,0,30.0,0.0,40.2,0.008,36.24,0,5,0.0,0
01-Mar-2025,02:00:00,52.8,79.0,13.0,97.7,784,4.4,0.5,1,107,1,0,0,0,0,0,43.9,0.0,40.1,-0.036,36.25,0,5,0.0,0
01-Mar-2025,03:00:00,54.8,75.9,12.5,98.8,462,3.7,0.5,5,81,1,0,0,0,0,0,40.4,0.0,37.5,0.005,36.38,0,2,0.0,0
01-Mar-2025,04:00:00,63.2,84.2,12.0,97.9,781,4.1,0.4,5,99,1,0,0,0,0,0,44.4,0.0,35.5,0.022,36.21,0,5,0.0,0
01-Mar-2025,05:00:00,51.8,82.0,11.7,99.4,785,3.3,0.4,3,110,1,0,0,0,0,0,43.3,0.0,36.8,0.032,36.3,0,2,0.0,0
01-Mar-2025,06:00:00,50.4,76.1,13.3,99.1,545,4.3,0.6,0,115,1,0,0,0,0,0,49.5,0.0,37.9,0.026,36.47,0,3,0.0,0
01-Mar-2025,07:00:00,53.2,78.1,12.8,99.1,405,5.0,0.5,3,85,1,0,0,0,0,0,48.1,0.0,36.8,0.039,36.3,0,4,0.0,7
01-Mar-2025,08:00:00,52.0,77.0,12.3,98.1,476,3.3,0.8,5,86,1,0,0,0,0,0,44.3,0.0,36.5,-0.049,36.3,0,3,0.0,0
01-Mar-2025,09:00:00,53.6,81.3,12.0,99.4,666,4.8,0.4,4,87,1,0,0,0,0,0,44.1,0.0,37.5,0.023,36.32,0,2,0.0,0
01-Mar-2025,10:00:00,64.6,75.7,12.1,99.5,504,3.1,0.5,5,87,1,0,0,0,0,0,49.3,0.0,37.6,-0.02,36.23,0,3,0.0,0
01-Mar-2025,11:00:00,51.6,83.7,13.3,97.7,592,4.2,0.7,5,84,1,0,0,0,0,0,38.8,0.0,38.8,0.048,36.21,0,2,0.0,0
01-Mar-2025,12:00:00,58.2,83.9,13.2,99.0,454,4.5,0.6,5,96,1,0,0,0,0,0,32.2,0.0,36.3,0.02,36.47,0,1,0.0,0
01-Mar-2025,13:00:00,54.6,78.2,12.9,99.3,546,4.5,0.4,1,89,1,0,0,0,0,0,45.5,0.0,37.5,0.032,36.36,0,0,0.0,0
01-Mar-2025,14:00:00,139.9,23.3,11.7,98.2,2728,12.2,5.3,1,567,1,0,0,0,0,0,46.7,70.4,38.5,0.033,37.14,54,10,6.9,0
01-Mar-2025,15:00:00,57.8,76.1,13.6,98.9,668,3.1,0.4,4,118,1,0,0,0,0,0,44.2,0.0,36.9,0.049,36.33,0,0,0.0,0
01-Mar-2025,16:00:00,56.6,83.0,11.9,98.3,701,4.5,0.7,4,119,1,0,0,0,0,0,48.5,0.0,41.0,0.05,36.32,0,0,0.0,0
01-Mar-2025,17:00:00,56.3,84.1,11.9,99.2,484,4.0,0.5,0,90,1,0,0,0,0,0,36.8,0.0,37.1,-0.04,36.36,0,5,0.0,11
